tns_name,previous_name,repeater_name,gl,gb,exp_up,exp_low,bonsai_snr,bonsai_dm,snr_fitb,dm_fitb,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,previous_rp_name,is_repeater,dm_exc_ne2001,dm_exc_ymw16,ra,dec,redshift,fre_width,fre_width_ob,in_duration,energy,luminosity,T_B,log_dm_fitb,log_bonsai_dm,log_dm_exc_ne2001,log_dm_exc_ymw16,log_bc_width,log_scat_time,log_flux,log_fluence,log_width_fitb,log_high_freq,log_low_freq,log_peak_freq,log_fre_width,log_redshift,log_in_duration,log_energy,log_luminosity,log_T_B
FRB20190609C,-9999,FRB20190609C,177.36,-12.39,71.95,-9999.0,10.96,480.4,17.1,480.282,3.93,0.0041,0.64,1.91,0,0.00207,15.2,-138.0,481.3,400.2,422.9,323294.49,324438,47.888,FRB20190609C,1,183.45,163.35,-4962.838,-4987.4661,0.108273870710911,89.88101091465491,81.10000000000002,1.8677693796680257,2.356572809956386e+38,8.751340128845913e+40,6.200922421189977e+27,2.6814963104633205,2.6816029987308685,2.263517716091967,2.2131191388114564,0.5943925503754267,-2.3872161432802645,-0.1938200260161128,0.28103336724772754,-2.684029654543082,2.6824158616773586,2.6022770843001926,2.6262376851469003,1.9536679483953705,-0.9654763372363326,0.2713232512727035,38.372280862501675,40.942074563422054,27.792456297987837
FRB20190226B,-9999,FRB20190226B,0.0,0.0,85.0,-9999.0,9.17,630.8,13.17,631.603,10.81,0.008,0.38,2.38,0,0.004,29.9,-39.3,706.4,474.3,578.8,467683.775,468078,49.878,FRB20190226B,1,582.0,587.4000000000001,271.935,61.8,0.5714695836823144,364.7380903726651,232.09999999999997,2.5453881141161387,1.2384669498616787e+40,3.1073991344508675e+42,8.00536412427405e+27,2.8004441841613854,2.799891684656865,2.7649229846498886,2.7689339421867816,1.0338256939533104,-2.0969100130080562,-0.42021640338318983,0.37657695705651195,-2.3979400086720375,2.8490506905695123,2.6760531246518715,2.762528522447,2.561981119976384,-0.2430068798626876,0.4057540118074965,40.092884421350426,42.492397040431186,27.903381090604658
FRB20200223B,-9999,FRB20200223B,118.08,-33.87,51.7,-9999.0,9.24,203.8,16.22,202.2681,3.93,0.0027,0.54,1.06,0,0.00134,22.7,-17.9,800.2,527.2,754.9,354151.981,360310,42.126,FRB20200223B,1,78.35,82.6,-4995.36735,-4985.0845,0.002248222001635545,273.6137646064465,273.0,1.3369941403575902,9.585612568068143e+34,4.894215191223705e+37,6.741885528592514e+23,2.305927394948846,2.3092041796704077,1.8940390008046089,1.9169800473203822,0.5943925503754267,-2.5686362358410126,-0.26760624017703144,0.02530586526477026,-2.8728952016351923,2.903198547042978,2.7219754015859534,2.877889425371484,2.4371379415212466,-2.6481608063926076,0.12612950388431718,34.98161987166699,37.689683060705676,23.82878137430144
FRB20200202A,-9999,FRB20200202A,132.71,-17.59,62.1,-9999.0,16.16,731.1,25.39,722.279,37.36,0.03,0.28,5.7,0,0.01487,17.0,-31.9,675.5,400.2,515.8,1398784.544,1398489,35.822,FRB20200202A,1,319.5,319.1,-4986.536,-4977.355,0.27287157693520203,350.42154513026117,275.3,11.682246873485639,5.745968068578558e+39,3.5927828810734284e+41,1.3518098925762278e+26,2.85870498808928,2.863976783904387,2.504470862494419,2.5039268041935103,1.5724068675580558,-1.5228787452803376,-0.5528419686577808,0.7558748556724915,-1.8276890314780458,2.8296253533580495,2.6022770843001926,2.712481337801919,2.5445908002458437,-0.5640416992992128,1.0675263796694408,39.75936320820681,41.55543097272905,26.13091562029622
FRB20190430C,-9999,FRB20190430C,53.11,15.7,29.4,-9999.0,22.54,399.5,32.21,400.561,2.9499999999999997,0.0018,5.8,15.2,0,0.000893,48.7,-48.8,800.2,527.8,655.2,297460.588,295102,52.6,FRB20190430C,1,150.5,158.45,-4860.89515,-4987.11505,0.06640712743196713,290.48930151246793,272.4000000000001,0.8373912523919906,1.0737542208577139e+39,4.369304667467357e+41,1.535502671492019e+28,2.6026686626077984,2.6015167836500104,2.1775364999298623,2.1998922435263193,0.469822015978163,-2.744727494896694,0.7634279935629372,1.1818435879447726,-3.0491485411114536,2.903198547042978,2.7224693858840308,2.816373888752362,2.4631301423041174,-1.1777853055980414,-0.0770715801748231,39.0309048840259,41.640412328707434,28.186250576372206
FRB20200420A,-9999,FRB20200420A,118.28,-25.42,55.0,-9999.0,17.66,676.1,33.12,672.48,15.73,0.0019,0.58,2.02,0,0.00301,59.2,-130.0,572.4,438.9,501.2,356066.078,354035,43.134,FRB20200420A,1,307.25,311.3,-4995.713,-4980.868,0.2584636081185723,168.00489168382938,133.5,2.391805357407203,1.7685984072139237e+39,6.3906718072079825e+41,1.4953477665819336e+27,2.827679372661362,2.830010935936118,2.487491891558492,2.493179120682515,1.1967287226232868,-2.721246399047171,-0.23657200643706275,0.3053513694466238,-2.5214335044061564,2.7576996250877386,2.6423655808449733,2.7000110623221123,2.2253219269661377,-0.5876005972737202,0.3787258343282995,39.247629229557035,41.80554651493889,27.17474220640199
FRB20200420A,-9999,FRB20200420A,118.28,-25.42,55.0,-9999.0,17.66,676.1,33.12,672.48,15.73,0.0019,0.58,2.02,1,0.000944,34.8,-167.0,498.0,402.4,447.7,356066.078,354035,43.134,FRB20200420A,1,307.25,311.3,-4995.713,-4980.868,0.2584636081185723,120.30912093613554,95.60000000000002,0.7501210157449832,1.579811466300227e+39,5.708507119088216e+41,1.874088700977585e+27,2.827679372661362,2.830010935936118,2.487491891558492,2.493179120682515,1.1967287226232868,-2.721246399047171,-0.23657200643706275,0.3053513694466238,-3.025028005701931,2.6972293427597176,2.604657972047871,2.6509870943834453,2.080298553541644,-0.5876005972737202,-0.12486866696747495,39.19860526161836,41.75652254700022,27.272790142279323
FRB20200127B,-9999,FRB20200127B,126.62,28.03,154.0,951.0,26.61,351.0,30.56,351.27,1.97,0.0012,5.6,7.7,0,0.000609,6.25,-17.2,652.7,400.2,436.8,360953.292,361222,41.98,FRB20200127B,1,148.65,150.3,-4939.9,-4956.19565,0.06402548000674749,268.6664337017038,252.50000000000006,0.5723547146597825,3.3672350112870973e+38,2.6056900721311117e+41,6.945721630848693e+28,2.5456410607205737,2.545307116465824,2.1721649135409566,2.176958980586908,0.2944662261615929,-2.9208187539523753,0.7481880270062004,0.8864907251724818,-3.215382707367125,2.814713612695977,2.6022770843001926,2.640282629696681,2.429213410501898,-1.1936471568892044,-0.24233473541434258,38.52727342839979,41.41592275828072,28.84171737376183
FRB20201114A,-9999,FRB20201114A,111.15,42.61,135.0,83.0,11.71,322.7,24.25,320.792,18.68,0.0021,0.72,4.7,0,0.00193,58.0,-55.0,800.2,545.1,670.9,531400.779,530654,43.176,FRB20201114A,1,141.45,145.0,-4888.707,-4963.6055,0.05472238556000338,269.0596805563569,255.10000000000002,1.829865400055266,2.2963706514941232e+38,3.710349240011021e+40,3.062502781377603e+25,2.506223529190751,2.508798965403905,2.1506029517930094,2.161368002234975,1.2713768718940746,-2.677780705266081,-0.14266750356873156,0.6720978579357175,-2.714442690992226,2.903198547042978,2.7364761820276966,2.8266577918758693,2.4298486222385787,-1.2618349783025054,0.26241914537898536,38.36104198777945,40.56941478990379,25.4860764918008
FRB20201114A,-9999,FRB20201114A,111.15,42.61,135.0,83.0,11.71,322.7,24.25,320.792,18.68,0.0021,0.72,4.7,1,0.00121,60.0,-61.0,784.9,531.9,646.1,531400.779,530654,43.176,FRB20201114A,1,141.45,145.0,-4888.707,-4963.6055,0.05472238556000338,266.84476354668084,253.0,1.1472213129880164,2.2114846891196198e+38,3.573195176585364e+40,3.3021180373395593e+25,2.506223529190751,2.508798965403905,2.1506029517930094,2.161368002234975,1.2713768718940746,-2.677780705266081,-0.14266750356873156,0.6720978579357175,-2.91721462968355,2.894814329083301,2.7258299903205803,2.810299741040169,2.426258684804606,-1.2618349783025054,0.05964720668766162,38.34468393694375,40.55305673906809,25.518792593472202
FRB20201114A,-9999,FRB20201114A,111.15,42.61,135.0,83.0,11.71,322.7,24.25,320.792,18.68,0.0021,0.72,4.7,2,0.00104,56.0,-65.0,719.1,507.7,604.3,531400.779,530654,43.176,FRB20201114A,1,141.45,145.0,-4888.707,-4963.6055,0.05472238556000338,222.96831230738476,211.40000000000003,0.9860414590971379,2.0684107686658197e+38,3.342024214843732e+40,3.774738642306125e+25,2.506223529190751,2.508798965403905,2.1506029517930094,2.161368002234975,1.2713768718940746,-2.677780705266081,-0.14266750356873156,0.6720978579357175,-2.9829666607012197,2.8567892887533164,2.705607163404605,2.7812525942484565,2.348243146600196,-1.2618349783025054,-0.006104824330008183,38.31563679015204,40.52400959227638,25.576886887055625
FRB20190110C,-9999,FRB20190110C,65.58,42.09,45.0,-9999.0,15.58,221.6,27.76,221.921,2.9499999999999997,0.0015,0.64,1.4,0,0.000752,28.2,-202.0,477.7,400.2,427.4,283435.026,283018,54.541,FRB20190110C,1,92.45,96.0,-4874.8375,-4978.7775,0.002248222001635545,77.67423720512676,77.5,0.7503131295141103,7.167820723761054e+34,3.2840848347501686e+37,4.424034166590476e+24,2.346198400711471,2.345569756056392,1.9659069154951918,1.9822712330395684,0.469822015978163,-2.8239087409443187,-0.1938200260161128,0.146128035678238,-3.123782159408358,2.679155241283354,2.6022770843001926,2.630834517828051,1.8902769969868007,-2.6481608063926076,-0.12475745388884822,34.855387134537025,37.516414367323165,24.645818472343752
FRB20200118D,-9999,FRB20200118D,174.45,20.86,71.8,-9999.0,19.45,624.4,27.64,625.569,8.85,0.00102,0.118,0.8,0,0.00085,6.7,-65.0,509.2,400.2,421.6,381274.816,381741,38.684,FRB20200118D,1,274.45,267.0,-4946.0455,-4978.0813,0.21954582273208037,132.93049467779676,109.0,0.6969807810056636,4.2050268033355786e+38,7.564128736914399e+40,9.69391987251597e+26,2.796275219171812,2.79546289439038,2.438463235117634,2.4265112613645754,0.9469432706978255,-2.9913998282380825,-0.9281179926938746,-0.09691001300805639,-3.070581074285707,2.706888394981618,2.6022770843001926,2.62490060220449,2.123624620905925,-0.658474821741856,-0.1567791972510087,38.623768768386874,40.87875891166636,26.986499425633493
FRB20181226F,-9999,FRB20181226F,129.79,26.21,390.0,380.0,24.81,237.8,38.22,236.42,4.92,0.00343,3.0,11.3,0,0.000444,3.29,-5.73,800.2,400.2,533.4,463029.409,461351,50.598,FRB20181226F,1,89.35,89.95,-4951.565,-4957.6,0.002248222001635545,400.8992888006543,400.00000000000006,0.44300402859609705,7.220313187180269e+35,1.921206917030014e+38,4.7867042206683894e+24,2.3736842129970155,2.376211850282673,1.951094556841663,1.9540011676815703,0.6919651027673603,-2.4647058799572297,0.47712125471966244,1.0530784434834197,-3.3526170298853804,2.903198547042978,2.6022770843001926,2.727053011353857,2.603035285808453,-2.6481608063926076,-0.3535923243658706,35.85855603586801,38.283574141584744,24.680036592449518
FRB20191013D,-9999,FRB20191013D,159.66,-41.25,67.0,-9999.0,13.78,530.5,19.61,524.042,14.75,0.0096,1.08,7.2,0,0.00479,34.5,-32.6,800.2,521.5,676.9,525098.799,521829,44.122,FRB20191013D,1,240.5,244.1,-4979.291,-4992.687,0.17866654701727533,328.4943666537147,278.70000000000005,4.063914439687406,3.9727762851277827e+39,7.023867759095521e+41,8.101301044103717e+26,2.719366095451803,2.7246853882373596,2.3811150807098507,2.387567779417189,1.1687920203141817,-2.0177287669604316,0.03342375548694973,0.8573324964312685,-2.319664486585437,2.903198547042978,2.7172543127625497,2.8305245140972586,2.5165279262483597,-0.7479567558650705,0.6089445558795078,39.599094109764636,41.846576326355375,26.908554770841732
FRB20191114A,-9999,FRB20191114A,46.97,16.83,61.1,-9999.0,11.2,549.9,15.63,552.279,12.78,0.0087,1.2,3.4,0,0.00435,41.5,-140.0,527.4,408.1,464.0,443925.431,453087,51.483,FRB20191114A,1,227.1,236.35,-4862.713,-4989.6005,0.16233994150145928,138.66715502112405,119.29999999999995,3.7424507621934273,1.055816772130621e+39,4.331357665251407e+41,2.0950877682619052e+27,2.7421585298115607,2.7402837196818792,2.3562171342197353,2.3735556066389325,1.1065308538223813,-2.0604807473813813,0.07918124604762482,0.5314789170422551,-2.3615107430453626,2.7221401254574156,2.610766594773271,2.6665179805548807,2.141973605397027,-0.7895746148651435,0.5731560952279522,39.02358855668552,41.63662404741757,27.321202221323034
FRB20190113A,-9999,FRB20190113A,0.0,0.0,40.0,-9999.0,10.93,430.3,12.55,428.924,6.88,0.0036,1.1,5.7,0,0.00182,7.3,-2.8,800.2,491.9,800.2,288553.329,287540,53.815,FRB20190113A,1,246.65,166.14999999999998,107.41,-2.995,0.18612166562383464,365.6813095118283,308.30000000000007,1.5344125756633744,4.04466782901428e+39,9.25827185345634e+41,2.9522637740670025e+27,2.632380347418729,2.6337713460825554,2.39208111979816,2.2205003456147296,0.8375884382355113,-2.4436974992327127,0.04139268515822508,0.7558748556724915,-2.7399286120149253,2.903198547042978,2.6918768225593315,2.903198547042978,2.563102763500982,-0.7302030695709455,0.18594214921060104,39.60688286069497,41.96652992895517,27.470155157522296
FRB20200913C,-9999,FRB20200913C,95.51,30.21,156.5,-9999.0,17.19,577.4,24.15,577.3779,0.98,0.0011,0.7,0.54,0,0.00054,31.9,-84.6,568.7,406.5,480.8,305588.37,304070,51.16,FRB20200913C,1,264.75,267.45,-4864.9865,-4966.5975,0.20793255846832479,195.92666098356233,162.20000000000005,0.4470448256521271,2.8934168278957783e+38,4.5306234706385485e+41,3.223270398057318e+29,2.7614601565940005,2.7614767795447017,2.4228359687795225,2.427242602231036,-0.00877392430750515,-2.958607314841775,-0.1549019599857432,-0.26760624017703144,-3.2676062401770314,2.7548832282521674,2.609060549930087,2.681964458994683,2.292093537220937,-0.6820775027029513,-0.349648927522831,38.4614110029584,41.656157970495485,29.508296739722205
FRB20200926A,-9999,FRB20200926A,83.73,21.4,67.0,-9999.0,11.22,760.2,20.29,758.297,15.73,0.0031,0.24,2.2,0,0.00156,61.0,-215.0,508.2,416.0,459.8,490711.672,490132,47.516,FRB20200926A,1,347.25,349.45,-4857.86,-4972.525,0.30528470279851666,120.34724959802321,92.19999999999999,1.195141563105257,2.493989643672271e+39,3.551308942716369e+41,1.037637946422498e+27,2.87983933781958,2.880927865267085,2.540642254409653,2.543385044809843,1.1967287226232868,-2.5086383061657274,-0.619788758288394,0.3424226808222063,-2.8068754016455384,2.7060346607143506,2.6190933306267428,2.6625689669332604,2.080436169409132,-0.5152949567777744,0.07741934999895929,39.39689464573221,41.55038845497711,27.01604584551681
FRB20200926A,-9999,FRB20200926A,83.73,21.4,67.0,-9999.0,11.22,760.2,20.29,758.297,15.73,0.0031,0.24,2.2,1,0.00197,32.0,-206.0,470.2,400.2,427.5,490711.672,490132,47.516,FRB20200926A,1,347.25,349.45,-4857.86,-4972.525,0.30528470279851666,91.36992919589616,70.0,1.50924928161369,2.318792024075459e+39,3.301836826905715e+41,1.2003600729735741e+27,2.87983933781958,2.880927865267085,2.540642254409653,2.543385044809843,1.1967287226232868,-2.5086383061657274,-0.619788758288394,0.3424226808222063,-2.705533773838407,2.6722826247889206,2.6022770843001926,2.6309361190641916,1.9608032883697593,-0.5152949567777744,0.1787609778060906,39.36526179786314,41.51875560710804,27.07931154125495
FRB20180910A,-9999,FRB20180910A,122.59,26.19,3910.0,4335.0,36.65,684.2,50.38,684.4081,0.98,0.000244,6.5,5.6,0,0.000205,0.05,-0.53,800.2,400.2,417.6,135823.872,134076,56.927,FRB20180910A,1,314.15,314.85,-4822.085,-4954.993,0.2665870400553638,506.6348160221456,400.00000000000006,0.16185227980150438,4.355297784781893e+39,6.402922186359424e+42,6.630351423348391e+30,2.835315140793795,2.8351830698490437,2.497137064051958,2.498103697638082,-0.00877392430750515,-3.612610173661271,0.8129133566428556,0.7481880270062004,-3.688246138944246,2.903198547042978,2.6022770843001926,2.620760489994206,2.7046950312633515,-0.5741609673349511,-0.7908811788796348,39.63901785437612,42.806378223948165,30.82153654758672
FRB20190303D,-9999,FRB20190303D,126.52,46.23,55.0,141.7,9.78,710.1,11.16,711.151,2.9499999999999997,0.0016,0.59,1.17,0,0.00081,-0.9,-5.6,564.8,400.2,440.8,328339.172,328732,47.198,FRB20190303D,1,337.25,341.25,-4906.8305,-4964.1545,0.2936385122148384,212.93289911056235,164.59999999999997,0.6261409136723975,1.1731738793705302e+39,7.65317194878752e+41,7.280927896587057e+28,2.8519618250674266,2.8513195126487454,2.527951958343942,2.5330726600488123,0.469822015978163,-2.795880017344075,-0.22914798835785583,0.06818586174616162,-3.0915149811213505,2.7518946880437474,2.6022770843001926,2.6442415858437287,2.3282427671139763,-0.5321869850450855,-0.20332791735907557,39.06936238488171,41.883841471015415,28.862186730231734
FRB20181201D,-9999,FRB20181201D,121.98,27.37,3590.0,4359.0,16.2,448.0,16.8,448.266,1.97,0.000168,0.56,1.4,0,0.00022,5.6,-56.0,515.3,400.2,420.7,147096.312,146673,52.881,FRB20181201D,1,197.25,198.7,-4866.05,-4954.9375,0.1255244841035657,129.54786812032037,115.09999999999997,0.1954644284572992,2.3251914495083475e+38,1.0468239626599623e+41,2.9525394230894037e+28,2.651535799824178,2.651278013998144,2.295017011881458,2.298197867109815,0.2944662261615929,-3.774690718274137,-0.25181197299379954,0.146128035678238,-3.657577319177794,2.7120601424610746,2.6022770843001926,2.6239725120169965,2.112430270496687,-0.9012715548684537,-0.7089322660446891,38.36645871724402,41.01987365543888,28.470195705139364
FRB20190328C,-9999,FRB20190328C,130.57,23.32,310.0,290.0,18.25,470.7,21.65,472.8607,3.93,0.0023,4.7,14.9,0,0.00077,0.7,-2.7,800.2,400.2,459.0,500293.147,499256,46.539,FRB20190328C,1,204.4,203.2,-4961.6755,-4958.445,0.13440267891124766,453.7610715644991,400.00000000000006,0.6787713166712669,3.105827100662858e+39,1.1113634457159305e+42,6.017175690530354e+28,2.6747332207982972,2.672744198306599,2.3104808914626753,2.307923703611882,0.5943925503754267,-2.638272163982407,0.6720978579357175,1.173186268412274,-3.113509274827518,2.903198547042978,2.6022770843001926,2.661812685537261,2.656827234761981,-0.8715920748478372,-0.16827651826153647,39.49217727517937,42.04585610813684,28.779392692281736
FRB20191105B,-9999,FRB20191105B,140.6,20.42,163.0,160.6,18.34,318.6,21.03,318.6134,1.97,0.0014,1.89,2.7,0,0.000708,0.1,-0.1,800.2,400.2,504.3,332745.324,339144,45.526,FRB20191105B,1,122.55,117.45,-4957.447,-4963.2405,0.030029870395305323,412.01194815812215,400.00000000000006,0.6873587071103904,2.9513661953708653e+37,2.1279967377948558e+40,3.8075776312636556e+27,2.503264037076157,2.503245771465113,2.088313315588097,2.069853021113625,0.2944662261615929,-2.853871964321762,0.2764618041732441,0.43136376415898736,-3.149966742310231,2.903198547042978,2.6022770843001926,2.7026889681591335,2.614909810557166,-1.522446542150842,-0.1628165615394348,37.470023098609445,40.327970957852905,27.58064876676467
FRB20190107B,-9999,FRB20190107B,0.0,0.0,360.0,330.0,20.62,166.6,26.84,166.0939,0.98,0.0009,2.8,4.3,0,0.000451,-1.3,-3.1,784.4,400.2,400.2,126924.469,122525,60.638,FRB20190107B,1,95.95,89.1,35.84,83.385,0.002248222001635545,385.06376689302834,384.2,0.44998832634423375,2.0614372569509074e+35,1.3453490957050074e+38,2.0003375030134152e+26,2.2203536827524992,2.2216749970707688,1.9820449790714902,1.9498777040368747,-0.00877392430750515,-3.0457574905606752,0.4471580313422192,0.6334684555795865,-3.3458234581220396,2.894537584995746,2.6022770843001926,2.6022770843001926,2.5855326550061655,-2.6481608063926076,-0.3467987526025299,35.31417012091052,38.12883499115364,26.301103277329137
